ESIID,USAGE_DATE,REVISION_DATE,USAGE_START_TIME,USAGE_END_TIME,USAGE_KWH,ESTIMATED_ACTUAL,CONSUMPTION_SURPLUSGENERATION
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,09:15,09:30,.043,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,09:30,09:45,.029,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,09:45,10:00,.101,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,10:00,10:15,.248,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,10:15,10:30,.042,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,10:30,10:45,.31,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,10:45,11:00,.037,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,11:00,11:15,.317,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,11:15,11:30,.032,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,11:30,11:45,.043,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,11:45,12:00,.028,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,12:00,12:15,.044,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,12:15,12:30,.031,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,12:30,12:45,.04,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,12:45,13:00,.038,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,13:00,13:15,.034,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,13:15,13:30,.042,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,13:30,13:45,.39,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,13:45,14:00,.949,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,14:00,14:15,.371,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,14:15,14:30,.385,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,14:30,14:45,.454,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,14:45,15:00,.414,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,15:00,15:15,.52,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,15:15,15:30,.534,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,15:30,15:45,.513,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,15:45,16:00,.754,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,16:00,16:15,.428,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,16:15,16:30,.575,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,16:30,16:45,.919,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,16:45,17:00,.74,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,17:00,17:15,.745,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,17:15,17:30,.84,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,17:30,17:45,.437,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,17:45,18:00,.78,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,18:00,18:15,.413,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,18:15,18:30,.59,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,18:30,18:45,.636,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,18:45,19:00,.517,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,19:00,19:15,.37,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,19:15,19:30,.625,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,19:30,19:45,.499,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,19:45,20:00,.681,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,20:00,20:15,.23,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,20:15,20:30,.854,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,20:30,20:45,.539,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,20:45,21:00,.338,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,21:00,21:15,.538,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,21:15,21:30,.529,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,21:30,21:45,.564,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,21:45,22:00,.731,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,22:00,22:15,.323,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,22:15,22:30,.136,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,22:30,22:45,.465,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,22:45,23:00,.039,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,23:00,23:15,.051,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,23:15,23:30,.038,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,23:30,23:45,.045,A,Consumption
'1008901023808934750100,07/11/2021,07/11/2021 08:05:23,23:45,00:00,.036,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,00:00,00:15,.038,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,00:15,00:30,.039,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,00:30,00:45,.035,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,00:45,01:00,.044,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,01:00,01:15,.03,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,01:15,01:30,.045,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,01:30,01:45,.033,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,01:45,02:00,.041,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,02:00,02:15,.038,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,02:15,02:30,.036,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,02:30,02:45,.042,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,02:45,03:00,.031,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,03:00,03:15,.045,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,03:15,03:30,.03,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,03:30,03:45,.044,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,03:45,04:00,.034,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,04:00,04:15,.039,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,04:15,04:30,.037,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,04:30,04:45,.036,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,04:45,05:00,.044,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,05:00,05:15,.029,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,05:15,05:30,.044,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,05:30,05:45,.031,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,05:45,06:00,.043,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,06:00,06:15,.153,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,06:15,06:30,.492,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,06:30,06:45,.146,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,06:45,07:00,.191,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,07:00,07:15,.046,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,07:15,07:30,.083,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,07:30,07:45,.267,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,07:45,08:00,.415,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,08:00,08:15,.222,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,08:15,08:30,.159,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,08:30,08:45,.274,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,08:45,09:00,.196,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,09:00,09:15,.578,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,09:15,09:30,.098,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,09:30,09:45,.05,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,09:45,10:00,.053,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,10:00,10:15,.329,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,10:15,10:30,.243,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,10:30,10:45,.142,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,10:45,11:00,.409,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,11:00,11:15,.335,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,11:15,11:30,.337,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,11:30,11:45,.055,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,11:45,12:00,.055,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,12:00,12:15,.217,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,12:15,12:30,.546,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,12:30,12:45,.062,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,12:45,13:00,.594,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,13:00,13:15,.059,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,13:15,13:30,.576,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,13:30,13:45,.473,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,13:45,14:00,.143,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,14:00,14:15,.531,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,14:15,14:30,.462,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,14:30,14:45,.402,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,14:45,15:00,.241,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,15:00,15:15,.354,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,15:15,15:30,.16,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,15:30,15:45,.727,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,15:45,16:00,.062,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,16:00,16:15,.39,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,16:15,16:30,.147,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,16:30,16:45,.348,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,16:45,17:00,.434,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,17:00,17:15,.072,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,17:15,17:30,.318,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,17:30,17:45,.318,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,17:45,18:00,.054,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,18:00,18:15,.323,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,18:15,18:30,.053,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,18:30,18:45,.318,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,18:45,19:00,.311,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,19:00,19:15,.053,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,19:15,19:30,.315,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,19:30,19:45,.06,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,19:45,20:00,.048,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,20:00,20:15,.308,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,20:15,20:30,.046,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,20:30,20:45,.07,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,20:45,21:00,.316,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,21:00,21:15,.047,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,21:15,21:30,.457,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,21:30,21:45,.768,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,21:45,22:00,.305,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,22:00,22:15,.29,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,22:15,22:30,.195,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,22:30,22:45,.24,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,22:45,23:00,.249,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,23:00,23:15,.066,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,23:15,23:30,.048,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,23:30,23:45,.039,A,Consumption
'1008901023808934750100,07/12/2021,07/12/2021 10:55:30,23:45,00:00,.046,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,00:00,00:15,.037,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,00:15,00:30,.039,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,00:30,00:45,.038,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,00:45,01:00,.037,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,01:00,01:15,.04,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,01:15,01:30,.033,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,01:30,01:45,.042,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,01:45,02:00,.031,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,02:00,02:15,.044,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,02:15,02:30,.029,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,02:30,02:45,.044,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,02:45,03:00,.03,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,03:00,03:15,.043,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,03:15,03:30,.032,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,03:30,03:45,.041,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,03:45,04:00,.033,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,04:00,04:15,.04,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,04:15,04:30,.033,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,04:30,04:45,.039,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,04:45,05:00,.037,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,05:00,05:15,.035,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,05:15,05:30,.04,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,05:30,05:45,.033,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,05:45,06:00,.042,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,06:00,06:15,.031,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,06:15,06:30,.044,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,06:30,06:45,.031,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,06:45,07:00,.045,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,07:00,07:15,.031,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,07:15,07:30,.045,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,07:30,07:45,.032,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,07:45,08:00,.076,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,08:00,08:15,.156,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,08:15,08:30,.061,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,08:30,08:45,.061,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,08:45,09:00,.054,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,09:00,09:15,.058,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,09:15,09:30,.093,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,09:30,09:45,.15,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,09:45,10:00,.096,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,10:00,10:15,.076,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,10:15,10:30,.074,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,10:30,10:45,.073,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,10:45,11:00,.051,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,11:00,11:15,.059,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,11:15,11:30,.057,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,11:30,11:45,.058,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,11:45,12:00,.047,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,12:00,12:15,.057,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,12:15,12:30,.603,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,12:30,12:45,.413,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,12:45,13:00,.494,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,13:00,13:15,.929,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,13:15,13:30,.479,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,13:30,13:45,.622,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,13:45,14:00,.571,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,14:00,14:15,.251,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,14:15,14:30,.554,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,14:30,14:45,.493,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,14:45,15:00,.646,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,15:00,15:15,.378,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,15:15,15:30,.313,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,15:30,15:45,.765,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,15:45,16:00,.607,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,16:00,16:15,.44,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,16:15,16:30,.083,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,16:30,16:45,.595,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,16:45,17:00,.221,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,17:00,17:15,.277,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,17:15,17:30,.396,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,17:30,17:45,.273,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,17:45,18:00,.375,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,18:00,18:15,.202,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,18:15,18:30,.164,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,18:30,18:45,.3,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,18:45,19:00,.273,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,19:00,19:15,.118,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,19:15,19:30,.311,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,19:30,19:45,.261,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,19:45,20:00,.269,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,20:00,20:15,.132,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,20:15,20:30,.058,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,20:30,20:45,.292,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,20:45,21:00,.083,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,21:00,21:15,.272,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,21:15,21:30,.039,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,21:30,21:45,.302,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,21:45,22:00,.039,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,22:00,22:15,.051,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,22:15,22:30,.04,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,22:30,22:45,.048,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,22:45,23:00,.28,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,23:00,23:15,.057,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,23:15,23:30,.05,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,23:30,23:45,.037,A,Consumption
'1008901023808934750100,07/13/2021,07/13/2021 10:20:12,23:45,00:00,.049,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,00:00,00:15,.04,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,00:15,00:30,.045,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,00:30,00:45,.037,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,00:45,01:00,.036,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,01:00,01:15,.041,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,01:15,01:30,.031,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,01:30,01:45,.044,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,01:45,02:00,.029,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,02:00,02:15,.043,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,02:15,02:30,.031,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,02:30,02:45,.041,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,02:45,03:00,.037,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,03:00,03:15,.035,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,03:15,03:30,.04,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,03:30,03:45,.032,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,03:45,04:00,.043,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,04:00,04:15,.029,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,04:15,04:30,.044,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,04:30,04:45,.03,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,04:45,05:00,.042,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,05:00,05:15,.034,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,05:15,05:30,.037,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,05:30,05:45,.038,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,05:45,06:00,.034,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,06:00,06:15,.041,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,06:15,06:30,.031,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,06:30,06:45,.045,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,06:45,07:00,.03,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,07:00,07:15,.045,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,07:15,07:30,.033,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,07:30,07:45,.041,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,07:45,08:00,.137,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,08:00,08:15,.108,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,08:15,08:30,.074,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,08:30,08:45,.057,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,08:45,09:00,.114,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,09:00,09:15,.05,A,Consumption
'1008901023808934750100,07/14/2021,07/14/2021 12:40:04,09:15,09:30,.061,A,Consumption
